43.4229,0.0012955,0.0937404,1.36405e-006,1.60078e-006
63.429,0.00927524,0.324015,2.05857e-005,9.54437e-005
71.3842,0.0271391,0.606961,9.38473e-005,0.000872504
74.6399,0.0560026,0.909281,0.000268226,0.00385983
76.0624,0.0958506,1.218,0.000601133,0.0116013
76.7692,0.145734,1.52806,0.00116544,0.0273776
77.1959,0.203782,1.83751,0.00205635,0.0545965
77.5124,0.267341,2.14558,0.00339631,0.095897
77.7851,0.333406,2.45198,0.00533407,0.152122
78.0396,0.399385,2.75661,0.00803501,0.221464
78.2861,0.464056,3.05943,0.0116623,0.299199
78.5285,0.528375,3.36043,0.0163532,0.378366
78.7684,0.595683,3.65961,0.0221982,0.451475
79.0062,0.670993,3.95698,0.0292344,0.512796
79.2422,0.759369,4.25254,0.0374586,0.560343
79.4763,0.86401,4.5463,0.0468586,0.596504
79.7086,0.984981,4.83826,0.0574489,0.626783
79.939,1.11943,5.12844,0.0692919,0.657115
80.1675,1.2633,5.41683,0.0824929,0.691175
80.394,1.41357,5.70345,0.097172,0.729262
80.6186,1.56962,5.98828,0.113434,0.769312
80.8412,1.73279,6.27134,0.131354,0.809083
81.0617,1.90483,6.55262,0.15099,0.847776
81.28,2.08647,6.83213,0.172402,0.886004
81.4961,2.27739,7.10987,0.195665,0.924624
81.7098,2.47702,7.38583,0.220856,0.963831
81.9212,2.68531,7.66,0.248051,1.00327
82.1301,2.9026,7.9324,0.277319,1.04266
82.3365,3.12917,8.20301,0.308728,1.08208
82.5402,3.36498,8.47182,0.342348,1.12167
82.7412,3.61002,8.73883,0.378247,1.16144
82.9394,3.86437,9.00403,0.416494,1.20131
83.1347,4.12814,9.2674,0.457156,1.24126
83.3269,4.40139,9.52895,0.500299,1.28134
83.516,4.68416,9.78866,0.545989,1.32154
83.7019,4.97651,10.0465,0.594291,1.36184
83.8844,5.27851,10.3025,0.645269,1.40225
84.0634,5.59022,10.5566,0.698986,1.44277
84.2388,5.91167,10.8087,0.755505,1.4834
84.4105,6.24292,11.059,0.814888,1.52414
84.5783,6.58402,11.3073,0.877195,1.56498
84.7421,6.93501,11.5536,0.942486,1.60593
84.9017,7.29593,11.798,1.01082,1.64698
85.0571,7.66683,12.0403,1.08226,1.68814
85.208,8.04774,12.2806,1.15685,1.72941
85.3544,8.4387,12.5187,1.23466,1.77078
85.4959,8.83972,12.7548,1.31574,1.81225
85.6326,9.25085,12.9888,1.40015,1.85382
85.7642,9.6721,13.2206,1.48793,1.8955
85.8905,10.1035,13.4501,1.57915,1.93728
86.0115,10.5451,13.6774,1.67384,1.97917
86.1268,10.9968,13.9025,1.77206,2.02115
86.2363,11.4587,14.1252,1.87387,2.06324
86.3399,11.9308,14.3455,1.9793,2.10543
86.4373,12.4131,14.5635,2.0884,2.14772
86.5283,12.9056,14.7789,2.20123,2.19011
86.6128,13.4083,14.9919,2.31781,2.2326
86.6906,13.9211,15.2023,2.4382,2.27518
86.7614,14.4441,15.41,2.56243,2.31787
86.825,14.9772,15.6151,2.69055,2.36066
86.8812,15.5204,15.8175,2.82259,2.40355
86.9298,16.0737,16.0171,2.95859,2.44653
86.9706,16.637,16.2139,3.09859,2.48961
87.0034,17.2103,16.4078,3.2426,2.53279
87.0279,17.7936,16.5987,3.39068,2.57607
87.0439,18.3867,16.7865,3.54285,2.61944
87.0511,18.9897,16.9713,3.69913,2.66291
87.0494,19.6024,17.1529,3.85955,2.70648
87.0384,20.2248,17.3312,4.02413,2.75014
87.018,20.8569,17.5062,4.19291,2.7939
86.9879,21.4985,17.6778,4.36589,2.83775
86.9478,22.1495,17.846,4.5431,2.8817
86.8975,22.8098,18.0106,4.72454,2.92574
86.8368,23.4794,18.1716,4.91025,2.96987
86.7653,24.1581,18.3288,5.10022,3.0141
86.6828,24.8458,18.4823,5.29446,3.05842
